,,,
,,,
,Arbeitslosenquote in Thüringen bis 2022,,
,Arbeitslosenquote¹ in Thüringen von 2005 bis 2022,,
,,,
,1994,"15,60",in %
,1995,"14,10",in %
,1996,"15,60",in %
,1997,"17,80",in %
,1998,"17,10",in %
,1999,"15,40",in %
,2000,"15,40",in %
,2001,"15,30",in %
,2002,"15,90",in %
,2003,"16,70",in %
,2004,"16,70",in %
,2005,"17,10",in %
,2006,"15,60",in %
,2007,"13,10",in %
,2008,"11,20",in %
,2009,"11,40",in %
,2010,"9,80",in %
,2011,"8,80",in %
,2012,"8,50",in %
,2013,"8,20",in %
,2014,"7,80",in %
,2015,"7,40",in %
,2016,"6,70",in %
,2017,"6,10",in %
,2018,"5,50",in %
,2019,"5,30",in %
,2020,6,in %
,2021,"5,60",in %
,2022,"5,30",in %
,,,
,"Bitte beachten Sie, dass es bei den ausgegrauten Wertangaben zu Abweichungen im Abgleich mit entsprechenden (eventuell nachberechneten) Daten der Quelle kommen kann.",,
