,,,
,,,
,Arbeitslosenquote in Deutschland bis 2023,,
,Arbeitslosenquote in Deutschland im Jahresdurchschnitt von 2005 bis 2023,,
,,,
,1995,"9,40",in %
,1996,"10,40",in %
,1997,"11,40",in %
,1998,"11,10",in %
,1999,"10,50",in %
,2000,"9,60",in %
,2001,"9,40",in %
,2002,"9,80",in %
,2003,"10,50",in %
,2004,"10,50",in %
,2005,"11,70",in %
,2006,"10,80",in %
,2007,"9,00",in %
,2008,"7,80",in %
,2009,"8,10",in %
,2010,"7,70",in %
,2011,"7,10",in %
,2012,"6,80",in %
,2013,"6,90",in %
,2014,"6,70",in %
,2015,"6,40",in %
,2016,"6,10",in %
,2017,"5,70",in %
,2018,"5,20",in %
,2019,"5,00",in %
,2020,"5,90",in %
,2021,"5,70",in %
,2022,"5,30",in %
,2023,"5,70",in %
,,,
,"Bitte beachten Sie, dass es bei den ausgegrauten Wertangaben zu Abweichungen im Abgleich mit entsprechenden (eventuell nachberechneten) Daten der Quelle kommen kann.",,
