,,,
,,,
,Arbeitslosenquote in Bayern bis 2022,,
,Arbeitslosenquote¹ in Bayern von 2005 bis 2022,,
,,,
,1994,"6,10",in %
,1995,6,in %
,1996,"6,80",in %
,1997,"7,50",in %
,1998,7,in %
,1999,"6,40",in %
,2000,"5,50",in %
,2001,"5,30",in %
,2002,6,in %
,2003,"6,90",in %
,2004,"6,90",in %
,2005,"7,80",in %
,2006,"6,80",in %
,2007,"5,30",in %
,2008,"4,20",in %
,2009,"4,80",in %
,2010,"4,50",in %
,2011,"3,80",in %
,2012,"3,70",in %
,2013,"3,80",in %
,2014,"3,80",in %
,2015,"3,60",in %
,2016,"3,50",in %
,2017,"3,20",in %
,2018,"2,90",in %
,2019,"2,80",in %
,2020,"3,60",in %
,2021,"3,50",in %
,2022,"3,10",in %
,,,
,"Bitte beachten Sie, dass es bei den ausgegrauten Wertangaben zu Abweichungen im Abgleich mit entsprechenden (eventuell nachberechneten) Daten der Quelle kommen kann.",,
