,,,
,,,
,Arbeitslosenquote in Hamburg bis 2022,,
,Arbeitslosenquote¹ in Hamburg von 2005 bis 2022,,
,,,
,1994,"8,70",in %
,1995,"9,50",in %
,1996,"10,40",in %
,1997,"11,60",in %
,1998,"11,30",in %
,1999,"10,40",in %
,2000,"8,90",in %
,2001,"8,30",in %
,2002,9,in %
,2003,"9,90",in %
,2004,"9,70",in %
,2005,"11,30",in %
,2006,11,in %
,2007,"9,10",in %
,2008,"8,10",in %
,2009,"8,60",in %
,2010,"8,20",in %
,2011,"7,80",in %
,2012,"7,50",in %
,2013,"7,40",in %
,2014,"7,60",in %
,2015,"7,40",in %
,2016,"7,10",in %
,2017,"6,80",in %
,2018,"6,30",in %
,2019,"6,10",in %
,2020,"7,60",in %
,2021,"7,50",in %
,2022,"6,80",in %
,,,
,"Bitte beachten Sie, dass es bei den ausgegrauten Wertangaben zu Abweichungen im Abgleich mit entsprechenden (eventuell nachberechneten) Daten der Quelle kommen kann.",,
