,,,
,,,
,Arbeitslosenquote in Brandenburg bis 2022,,
,Arbeitslosenquote¹ in Brandenburg von 2005 bis 2022,,
,,,
,1994,"14,50",in %
,1995,"13,40",in %
,1996,"15,20",in %
,1997,"17,60",in %
,1998,"17,60",in %
,1999,"17,40",in %
,2000,17,in %
,2001,"17,40",in %
,2002,"17,50",in %
,2003,"18,80",in %
,2004,"18,70",in %
,2005,"18,20",in %
,2006,17,in %
,2007,"14,70",in %
,2008,13,in %
,2009,"12,30",in %
,2010,"11,10",in %
,2011,"10,70",in %
,2012,"10,20",in %
,2013,"9,90",in %
,2014,"9,40",in %
,2015,"8,70",in %
,2016,8,in %
,2017,7,in %
,2018,"6,30",in %
,2019,"5,80",in %
,2020,"6,20",in %
,2021,"5,90",in %
,2022,"5,60",in %
,,,
,"Bitte beachten Sie, dass es bei den ausgegrauten Wertangaben zu Abweichungen im Abgleich mit entsprechenden (eventuell nachberechneten) Daten der Quelle kommen kann.",,
