,,,
,,,
,Arbeitslosenquote in Rheinland-Pfalz bis 2022,,
,Arbeitslosenquote¹ in Rheinland-Pfalz von 2005 bis 2022,,
,,,
,1994,"7,50",in %
,1995,"7,60",in %
,1996,"8,50",in %
,1997,"9,20",in %
,1998,"8,80",in %
,1999,"8,20",in %
,2000,"7,30",in %
,2001,"6,80",in %
,2002,"7,20",in %
,2003,"7,70",in %
,2004,"7,70",in %
,2005,"8,80",in %
,2006,8,in %
,2007,"6,50",in %
,2008,"5,60",in %
,2009,"6,10",in %
,2010,"5,70",in %
,2011,"5,30",in %
,2012,"5,30",in %
,2013,"5,50",in %
,2014,"5,40",in %
,2015,"5,20",in %
,2016,"5,10",in %
,2017,"4,80",in %
,2018,"4,40",in %
,2019,"4,30",in %
,2020,"5,20",in %
,2021,5,in %
,2022,"4,60",in %
,,,
,"Bitte beachten Sie, dass es bei den ausgegrauten Wertangaben zu Abweichungen im Abgleich mit entsprechenden (eventuell nachberechneten) Daten der Quelle kommen kann.",,
